% Measurements of a DFIG system - provided by Prof. Erlich
% t,V_T(pu),angle(rad),angle(°),P_e(pu),Q_e(pu),IPA_r,IQA_r
0.194,0.618757575757576,0.2032,11.642,0.453544444444445,0.615622222222222,-1.2267,1.0014
0.195,0.618666666666667,0.19997,11.458,0.449688888888889,0.614288888888889,-1.1705,1.0208
0.196,0.618484848484848,0.19677,11.274,0.445788888888889,0.612733333333333,-1.1144,1.0354
0.197,0.618272727272727,0.19359,11.092,0.441855555555556,0.610955555555556,-1.0585,1.0452
0.198,0.617969696969697,0.19045,10.912,0.437911111111111,0.608966666666667,-1.003,1.0503
0.199,0.617636363636364,0.18736,10.735,0.433966666666667,0.606777777777778,-0.94806,1.0508
0.2,0.617242424242424,0.18431,10.56,0.430022222222222,0.604411111111111,-0.89382,1.0468
0.201,0.616787878787879,0.18132,10.389,0.4261,0.601866666666667,-0.84043,1.0384
0.202,0.616272727272727,0.17839,10.221,0.4222,0.599155555555556,-0.78804,1.0257
0.203,0.615727272727273,0.17553,10.057,0.418344444444444,0.5963,-0.73681,1.0089
0.204,0.615151515151515,0.17275,9.8977,0.414544444444444,0.5933,-0.6869,0.98803
0.205,0.614515151515151,0.17005,9.743,0.4108,0.590177777777778,-0.63843,0.9633
0.206,0.613818181818182,0.16744,9.5933,0.407133333333333,0.586944444444444,-0.59156,0.9348
0.207,0.613121212121212,0.16492,9.449,0.403544444444445,0.5836,-0.54642,0.9027
0.208,0.612363636363636,0.1625,9.3103,0.400044444444444,0.580166666666667,-0.50315,0.86713
0.209,0.611575757575758,0.16018,9.1776,0.396644444444444,0.576655555555556,-0.46187,0.82828
0.21,0.610787878787879,0.15797,9.051,0.393344444444444,0.573077777777778,-0.42271,0.78631
0.211,0.609939393939394,0.15588,8.931,0.390166666666667,0.569444444444444,-0.38578,0.7414
0.212,0.609090909090909,0.1539,8.8177,0.387111111111111,0.565766666666667,-0.35119,0.69374
0.213,0.608212121212121,0.15204,8.7114,0.384188888888889,0.562066666666667,-0.31903,0.64354
0.214,0.607333333333333,0.15031,8.6121,0.3814,0.558344444444444,-0.28939,0.59101
0.215,0.606424242424242,0.14871,8.5203,0.378755555555556,0.554611111111111,-0.26236,0.53635
0.216,0.605515151515151,0.14723,8.4359,0.376255555555556,0.550888888888889,-0.238,0.47981
0.217,0.604606060606061,0.14589,8.3591,0.373911111111111,0.547188888888889,-0.21636,0.4216
0.218,0.60369696969697,0.14469,8.2901,0.371722222222222,0.543522222222222,-0.19748,0.36198
0.219,0.602757575757576,0.14362,8.2288,0.3697,0.5399,-0.18141,0.30119
0.22,0.601848484848485,0.14269,8.1755,0.367844444444444,0.536333333333333,-0.16815,0.23948
0.221,0.600969696969697,0.1419,8.13,0.366155555555556,0.532833333333333,-0.1577,0.17711
0.222,0.600060606060606,0.14124,8.0924,0.364644444444444,0.529411111111111,-0.15006,0.11434
0.223,0.599181818181818,0.14072,8.0627,0.3633,0.526077777777778,-0.1452,0.051433
0.224,0.598333333333333,0.14034,8.0407,0.362122222222222,0.522855555555556,-0.14309,-0.011352
0.225,0.597484848484848,0.14009,8.0264,0.361122222222222,0.519744444444444,-0.14365,-0.073752
0.226,0.596666666666667,0.13997,8.0197,0.3603,0.516744444444444,-0.14684,-0.13551
0.227,0.595878787878788,0.13998,8.0204,0.359644444444444,0.513888888888889,-0.15256,-0.19636
0.228,0.595121212121212,0.14012,8.0282,0.359155555555556,0.511166666666667,-0.16072,-0.25607
0.229,0.594393939393939,0.14038,8.0431,0.358833333333333,0.5086,-0.17121,-0.31439
0.23,0.59369696969697,0.14075,8.0646,0.358666666666667,0.506188888888889,-0.18392,-0.37109
0.231,0.593060606060606,0.14124,8.0926,0.358666666666667,0.503933333333333,-0.19872,-0.42594
0.232,0.592454545454545,0.14184,8.1267,0.358822222222222,0.501855555555556,-0.21546,-0.47874
0.233,0.591878787878788,0.14253,8.1666,0.359122222222222,0.499944444444444,-0.234,-0.5293
0.234,0.591333333333333,0.14332,8.2119,0.359566666666667,0.498222222222222,-0.25418,-0.57743
0.235,0.590848484848485,0.1442,8.2623,0.360144444444444,0.496666666666667,-0.27585,-0.62297
0.236,0.590424242424243,0.14516,8.3173,0.360844444444444,0.4953,-0.29884,-0.66578
0.237,0.590030303030303,0.1462,8.3766,0.361677777777778,0.494111111111111,-0.32299,-0.70573
0.238,0.589666666666667,0.1473,8.4396,0.362622222222222,0.493111111111111,-0.34813,-0.7427
0.239,0.589363636363636,0.14846,8.5061,0.363666666666667,0.492288888888889,-0.3741,-0.77662
0.24,0.589121212121212,0.14967,8.5755,0.364811111111111,0.491655555555556,-0.40072,-0.80741
0.241,0.588909090909091,0.15093,8.6474,0.366044444444444,0.4912,-0.42783,-0.83503
0.242,0.588757575757576,0.15222,8.7214,0.367344444444444,0.490911111111111,-0.45529,-0.85945
0.243,0.588636363636364,0.15354,8.797,0.368733333333333,0.4908,-0.48292,-0.88065
0.244,0.588575757575758,0.15488,8.8738,0.370166666666667,0.490855555555556,-0.51058,-0.89865
0.245,0.588545454545455,0.15623,8.9514,0.371666666666667,0.491066666666667,-0.53815,-0.91348
0.246,0.588545454545455,0.15759,9.0293,0.3732,0.491433333333333,-0.56547,-0.92518
0.247,0.588606060606061,0.15895,9.1072,0.374777777777778,0.491944444444444,-0.59242,-0.93381
0.248,0.58869696969697,0.1603,9.1846,0.376366666666667,0.4926,-0.6189,-0.93945
0.249,0.588818181818182,0.16164,9.2613,0.377988888888889,0.493377777777778,-0.64479,-0.94219
0.25,0.589,0.16296,9.3368,0.379611111111111,0.494277777777778,-0.66998,-0.94213
0.251,0.589181818181818,0.16425,9.4108,0.381233333333333,0.4953,-0.6944,-0.93939
0.252,0.589424242424242,0.16551,9.4831,0.382844444444444,0.496411111111111,-0.71796,-0.93409
0.253,0.589666666666667,0.16674,9.5533,0.384444444444444,0.497633333333333,-0.74059,-0.92636
0.254,0.589969696969697,0.16792,9.6213,0.386033333333333,0.498933333333333,-0.76223,-0.91635
0.255,0.590272727272727,0.16906,9.6867,0.387588888888889,0.5003,-0.78282,-0.90419
0.256,0.590575757575758,0.17016,9.7493,0.389111111111111,0.501744444444444,-0.80232,-0.89004
0.257,0.590939393939394,0.1712,9.8091,0.390588888888889,0.503244444444445,-0.82069,-0.87405
0.258,0.59130303030303,0.17219,9.8657,0.392022222222222,0.504788888888889,-0.83789,-0.85637
0.259,0.591666666666667,0.17312,9.9192,0.393411111111111,0.506366666666667,-0.85391,-0.83717
0.26,0.592060606060606,0.174,9.9693,0.394744444444444,0.507988888888889,-0.86873,-0.81659
0.261,0.592454545454545,0.17481,10.016,0.396022222222222,0.509622222222222,-0.88234,-0.79479
0.262,0.592848484848485,0.17556,10.059,0.397233333333333,0.511266666666667,-0.89473,-0.77192
0.263,0.593242424242424,0.17626,10.099,0.398388888888889,0.512922222222222,-0.90591,-0.74814
0.264,0.593666666666667,0.17689,10.135,0.399477777777778,0.514566666666667,-0.91588,-0.72359
0.265,0.594090909090909,0.17745,10.167,0.400488888888889,0.516211111111111,-0.92465,-0.69841
0.266,0.594484848484848,0.17796,10.196,0.401444444444445,0.517833333333333,-0.93224,-0.67274
0.267,0.594909090909091,0.1784,10.221,0.402311111111111,0.519433333333333,-0.93867,-0.64672
0.268,0.59530303030303,0.17878,10.243,0.403111111111111,0.521011111111111,-0.94396,-0.62046
0.269,0.59569696969697,0.1791,10.262,0.403844444444444,0.522544444444444,-0.94813,-0.59411
0.27,0.596090909090909,0.17936,10.276,0.4045,0.524044444444444,-0.95123,-0.56776
0.271,0.596484848484849,0.17956,10.288,0.405077777777778,0.525488888888889,-0.95327,-0.54154
0.272,0.596848484848485,0.1797,10.296,0.405588888888889,0.5269,-0.95429,-0.51555
0.273,0.597212121212121,0.17979,10.301,0.406033333333333,0.528244444444445,-0.95434,-0.48989
0.274,0.597545454545455,0.17983,10.304,0.4064,0.529533333333333,-0.95344,-0.46464
0.275,0.597878787878788,0.17982,10.303,0.406688888888889,0.530766666666667,-0.95164,-0.4399
0.276,0.598212121212121,0.17975,10.299,0.406922222222222,0.531944444444444,-0.94898,-0.41575
0.277,0.598515151515152,0.17964,10.293,0.407077777777778,0.533044444444444,-0.9455,-0.39225
0.278,0.598818181818182,0.17948,10.284,0.407177777777778,0.534088888888889,-0.94125,-0.36949
0.279,0.599090909090909,0.17929,10.272,0.407211111111111,0.535055555555556,-0.93627,-0.34752
0.28,0.599363636363636,0.17905,10.259,0.407177777777778,0.535955555555556,-0.93061,-0.32639
0.281,0.599606060606061,0.17877,10.243,0.407088888888889,0.536788888888889,-0.92432,-0.30616
0.282,0.599818181818182,0.17846,10.225,0.406944444444444,0.537555555555556,-0.91743,-0.28687
0.283,0.600030303030303,0.17812,10.205,0.406755555555556,0.538244444444444,-0.91001,-0.26857
0.284,0.600212121212121,0.17774,10.184,0.406511111111111,0.538855555555555,-0.90209,-0.25128
0.285,0.600393939393939,0.17734,10.161,0.406211111111111,0.539411111111111,-0.89372,-0.23504
0.286,0.600545454545455,0.17692,10.137,0.405877777777778,0.539877777777778,-0.88496,-0.21987
0.287,0.60069696969697,0.17647,10.111,0.4055,0.540288888888889,-0.87584,-0.20579
0.288,0.600818181818182,0.176,10.084,0.405077777777778,0.540633333333333,-0.86642,-0.19281
0.289,0.600909090909091,0.17552,10.056,0.404622222222222,0.5409,-0.85673,-0.18094
0.29,0.601,0.17502,10.028,0.404133333333333,0.5411,-0.84683,-0.17019
0.291,0.601090909090909,0.17451,9.9984,0.403622222222222,0.541244444444444,-0.83677,-0.16057
0.292,0.601151515151515,0.17398,9.9685,0.403077777777778,0.541322222222222,-0.82657,-0.15206
0.293,0.601181818181818,0.17346,9.9383,0.402511111111111,0.541344444444444,-0.8163,-0.14466
0.294,0.601212121212121,0.17292,9.9077,0.401933333333333,0.5413,-0.80599,-0.13836
0.295,0.601212121212121,0.17239,9.877,0.401333333333333,0.541211111111111,-0.79567,-0.13315
0.296,0.601212121212121,0.17185,9.8462,0.400711111111111,0.541055555555556,-0.7854,-0.12901
0.297,0.601181818181818,0.17131,9.8155,0.400088888888889,0.540855555555556,-0.77521,-0.12592
0.298,0.601151515151515,0.17078,9.785,0.399444444444444,0.540611111111111,-0.76514,-0.12385
0.299,0.601121212121212,0.17025,9.7549,0.398811111111111,0.540311111111111,-0.75522,-0.12278
0.3,0.601060606060606,0.16974,9.7251,0.398166666666667,0.539977777777778,-0.74548,-0.12268
0.301,0.601,0.16931,9.701,0.397633333333333,0.539666666666667,-0.73765,-0.12338
0.302,0.880454545454546,0.13338,7.6421,0.552755555555556,-0.481244444444444,3.7569,-9.5562
0.303,0.878818181818182,0.14374,8.2356,0.5918,-0.4839,3.3397,-9.7943
0.304,0.877363636363636,0.15935,9.1299,0.651344444444444,-0.483833333333333,2.6998,-10.076
0.305,0.877242424242424,0.175,10.027,0.712344444444444,-0.478233333333333,2.0427,-10.253
0.306,0.878454545454546,0.19044,10.911,0.774011111111111,-0.467322222222222,1.3808,-10.327
0.307,0.880909090909091,0.20542,11.77,0.835577777777778,-0.451444444444445,0.72556,-10.303
0.308,0.884515151515151,0.21974,12.59,0.896311111111111,-0.431011111111111,0.087082,-10.187
0.309,0.889151515151515,0.23322,13.363,0.955566666666667,-0.406544444444444,-0.52646,-9.9884
0.31,0.89469696969697,0.24574,14.08,1.01277777777778,-0.3786,-1.1087,-9.717
0.311,0.900333333333333,0.25638,14.689,1.06332222222222,-0.350577777777778,-1.3391,-8.0004
0.312,0.906212121212121,0.26557,15.216,1.10886666666667,-0.322133333333333,-1.8933,-8.2792
0.313,0.913030303030303,0.27444,15.724,1.15511111111111,-0.289677777777778,-2.4608,-8.466
0.314,0.920606060606061,0.28265,16.194,1.20044444444444,-0.254033333333333,-3.0216,-8.2428
0.315,0.928666666666667,0.28978,16.603,1.24288888888889,-0.216577777777778,-3.5516,-7.7575
0.316,0.937030303030303,0.29572,16.944,1.28144444444444,-0.178144444444444,-4.0406,-7.2456
0.317,0.945606060606061,0.30051,17.218,1.316,-0.139144444444444,-4.4877,-6.7142
0.318,0.95430303030303,0.30419,17.429,1.34655555555556,-0.099936666666667,-4.8927,-6.1696
0.319,0.963,0.30682,17.58,1.37322222222222,-0.060847777777778,-5.256,-5.6172
0.32,0.97169696969697,0.30849,17.675,1.39588888888889,-0.022145555555556,-5.5785,-5.0612
0.321,0.98030303030303,0.30924,17.718,1.41466666666667,0.015942222222222,-5.8612,-4.5054
0.322,0.988757575757576,0.30914,17.713,1.42977777777778,0.053221111111111,-6.1055,-3.9527
0.323,0.997060606060606,0.30827,17.663,1.44122222222222,0.089533333333333,-6.3128,-3.4056
0.324,1.00515151515152,0.30668,17.571,1.44911111111111,0.124744444444444,-6.4845,-2.866
0.325,1.013,0.30443,17.442,1.45355555555556,0.158755555555556,-6.6221,-2.3354
0.326,1.02063636363636,0.30157,17.279,1.45488888888889,0.191466666666667,-6.727,-1.8153
0.327,1.0279696969697,0.29816,17.083,1.453,0.222811111111111,-6.8005,-1.3065
0.328,1.03321212121212,0.29478,16.889,1.44722222222222,0.244477777777778,-6.8435,-0.92935
0.329,1.03263636363636,0.29266,16.768,1.43666666666667,0.239544444444444,-6.862,-0.92871
0.33,1.03206060606061,0.29057,16.648,1.42622222222222,0.2347,-6.8785,-0.92869
0.331,1.03151515151515,0.28848,16.529,1.41588888888889,0.229933333333333,-6.8931,-0.92924
0.332,1.0309696969697,0.28642,16.411,1.40566666666667,0.225266666666667,-6.9059,-0.9303
0.333,1.03045454545455,0.28437,16.293,1.39544444444444,0.220677777777778,-6.9169,-0.93184
0.334,1.02990909090909,0.28234,16.177,1.38544444444444,0.216177777777778,-6.9262,-0.9338
0.335,1.02939393939394,0.28034,16.062,1.37555555555556,0.211766666666667,-6.9339,-0.93615
0.336,1.02890909090909,0.27835,15.948,1.36566666666667,0.207455555555556,-6.9401,-0.93885
0.337,1.02842424242424,0.27639,15.836,1.356,0.203233333333333,-6.9449,-0.94187
0.338,1.02793939393939,0.27445,15.725,1.34644444444444,0.1991,-6.9482,-0.94518
0.339,1.02745454545455,0.27253,15.615,1.337,0.195055555555556,-6.9502,-0.94875
0.34,1.027,0.27064,15.506,1.32766666666667,0.1911,-6.951,-0.95256
0.341,1.02654545454545,0.26877,15.399,1.31855555555556,0.187233333333333,-6.9505,-0.95657
0.342,1.02609090909091,0.26692,15.294,1.30955555555556,0.183455555555556,-6.9489,-0.96078
0.343,1.02566666666667,0.2651,15.189,1.30055555555556,0.179766666666667,-6.9461,-0.96515
0.344,1.02524242424242,0.26331,15.087,1.29177777777778,0.176166666666667,-6.9423,-0.96967
0.345,1.02484848484849,0.26154,14.985,1.28322222222222,0.172655555555556,-6.9375,-0.97432
0.346,1.02442424242424,0.2598,14.886,1.27466666666667,0.169222222222222,-6.9317,-0.97909
0.347,1.0240303030303,0.25809,14.787,1.26633333333333,0.165877777777778,-6.925,-0.98396
0.348,1.02366666666667,0.2564,14.691,1.25811111111111,0.162611111111111,-6.9174,-0.98892
0.349,1.02327272727273,0.25474,14.596,1.25,0.159433333333333,-6.909,-0.99396
0.35,1.02290909090909,0.25311,14.502,1.24211111111111,0.156333333333333,-6.8997,-0.99905
0.351,1.02254545454545,0.2515,14.41,1.23433333333333,0.153311111111111,-6.8898,-1.0042
0.352,1.02221212121212,0.24992,14.319,1.22666666666667,0.150355555555556,-6.879,-1.0094
0.353,1.02187878787879,0.24837,14.23,1.21911111111111,0.147488888888889,-6.8676,-1.0146
0.354,1.02154545454545,0.24684,14.143,1.21166666666667,0.144688888888889,-6.8556,-1.0199
0.355,1.02121212121212,0.24534,14.057,1.20444444444444,0.141966666666667,-6.8429,-1.0252
0.356,1.02090909090909,0.24387,13.973,1.19733333333333,0.139322222222222,-6.8296,-1.0305
0.357,1.02060606060606,0.24242,13.89,1.19033333333333,0.136733333333333,-6.8157,-1.0358
0.358,1.02030303030303,0.241,13.808,1.18355555555556,0.134222222222222,-6.8013,-1.0411
0.359,1.02,0.23961,13.728,1.17677777777778,0.131777777777778,-6.7864,-1.0464
0.36,1.01972727272727,0.23824,13.65,1.17022222222222,0.129388888888889,-6.771,-1.0517
0.361,1.01945454545455,0.2369,13.573,1.16377777777778,0.127077777777778,-6.7552,-1.057
0.362,1.01918181818182,0.23558,13.498,1.15744444444444,0.124822222222222,-6.7389,-1.0623
0.363,1.01890909090909,0.23429,13.424,1.15122222222222,0.122622222222222,-6.7222,-1.0675
0.364,1.01866666666667,0.23303,13.352,1.14511111111111,0.120488888888889,-6.7051,-1.0727
0.365,1.01842424242424,0.23179,13.281,1.13922222222222,0.118422222222222,-6.6877,-1.0779
0.366,1.01818181818182,0.23058,13.211,1.13344444444444,0.1164,-6.6699,-1.0831
0.367,1.01793939393939,0.22939,13.143,1.12766666666667,0.114433333333333,-6.6518,-1.0883
0.368,1.01769696969697,0.22822,13.076,1.12211111111111,0.112533333333333,-6.6334,-1.0934
0.369,1.01748484848485,0.22708,13.011,1.11666666666667,0.110674444444444,-6.6147,-1.0984
0.37,1.01727272727273,0.22597,12.947,1.11133333333333,0.108873333333333,-6.5957,-1.1035
0.371,1.01706060606061,0.22488,12.884,1.10611111111111,0.107121111111111,-6.5765,-1.1085
0.372,1.01684848484848,0.22381,12.823,1.10101111111111,0.105418888888889,-6.557,-1.1134
0.373,1.01666666666667,0.22276,12.763,1.09602222222222,0.103764444444444,-6.5374,-1.1183
0.374,1.01645454545455,0.22174,12.705,1.09114444444444,0.102156666666667,-6.5175,-1.1232
0.375,1.01627272727273,0.22074,12.648,1.08637777777778,0.100595555555556,-6.4975,-1.128
0.376,1.01609090909091,0.21976,12.592,1.08172222222222,0.09908,-6.4773,-1.1328
0.377,1.01590909090909,0.21881,12.537,1.07716666666667,0.097606666666667,-6.4569,-1.1375
0.378,1.01575757575758,0.21788,12.483,1.07273333333333,0.096176666666667,-6.4364,-1.1422
0.379,1.01557575757576,0.21697,12.431,1.06838888888889,0.094787777777778,-6.4158,-1.1468
0.38,1.01542424242424,0.21608,12.38,1.06415555555556,0.09344,-6.3951,-1.1514
0.381,1.01527272727273,0.21521,12.33,1.06003333333333,0.092131111111111,-6.3742,-1.156
0.382,1.01512121212121,0.21436,12.282,1.056,0.09086,-6.3533,-1.1604
0.383,1.0149696969697,0.21353,12.234,1.05206666666667,0.089626666666667,-6.3323,-1.1649
0.384,1.01481818181818,0.21272,12.188,1.04823333333333,0.088431111111111,-6.3113,-1.1692
0.385,1.01466666666667,0.21194,12.143,1.04448888888889,0.08727,-6.2902,-1.1736
0.386,1.01454545454545,0.21117,12.099,1.04084444444444,0.086144444444445,-6.269,-1.1778
0.387,1.01439393939394,0.21042,12.056,1.0373,0.085051111111111,-6.2479,-1.182
0.388,1.01427272727273,0.20969,12.014,1.03383333333333,0.083992222222222,-6.2267,-1.1862
0.389,1.01415151515152,0.20898,11.973,1.03046666666667,0.082964444444445,-6.2055,-1.1903
0.39,1.0140303030303,0.20828,11.934,1.02717777777778,0.081967777777778,-6.1842,-1.1943
0.391,1.01390909090909,0.20761,11.895,1.02398888888889,0.081003333333333,-6.163,-1.1983
0.392,1.01381818181818,0.20695,11.857,1.02087777777778,0.080066666666667,-6.1419,-1.2022
0.393,1.01369696969697,0.20631,11.821,1.01784444444444,0.07916,-6.1207,-1.2061
0.394,1.01357575757576,0.20569,11.785,1.0149,0.078281111111111,-6.0996,-1.2099
0.395,1.01348484848485,0.20508,11.75,1.01204444444444,0.07743,-6.0785,-1.2137
0.396,1.01339393939394,0.20449,11.717,1.00925555555556,0.076605555555556,-6.0575,-1.2174
0.397,1.01327272727273,0.20392,11.684,1.00654444444444,0.075806666666667,-6.0365,-1.221
0.398,1.01318181818182,0.20337,11.652,1.00392222222222,0.075034444444445,-6.0156,-1.2246
0.399,1.01309090909091,0.20283,11.621,1.00136666666667,0.074285555555556,-5.9947,-1.2281
0.4,1.0130303030303,0.2023,11.591,0.998888888888889,0.073562222222222,-5.9739,-1.2315
0.401,1.01293939393939,0.20179,11.562,0.996477777777778,0.072861111111111,-5.9532,-1.2349
0.402,1.01284848484848,0.20129,11.533,0.994144444444444,0.072183333333333,-5.9326,-1.2383
0.403,1.01275757575758,0.20081,11.506,0.991877777777778,0.071527777777778,-5.9121,-1.2416
0.404,1.01269696969697,0.20035,11.479,0.989677777777778,0.070894444444445,-5.8917,-1.2448
0.405,1.01260606060606,0.1999,11.453,0.987544444444444,0.070282222222222,-5.8714,-1.2479
0.406,1.01254545454545,0.19946,11.428,0.985477777777778,0.06969,-5.8512,-1.251
0.407,1.01248484848485,0.19903,11.404,0.983477777777778,0.069117777777778,-5.8311,-1.2541
0.408,1.01242424242424,0.19862,11.38,0.981544444444444,0.068565555555556,-5.8111,-1.257
0.409,1.01233333333333,0.19822,11.357,0.979666666666667,0.068033333333333,-5.7912,-1.26
0.41,1.01227272727273,0.19784,11.335,0.977855555555556,0.067517777777778,-5.7715,-1.2628
0.411,1.01221212121212,0.19747,11.314,0.9761,0.067022222222222,-5.7519,-1.2656
0.412,1.01215151515152,0.19711,11.293,0.9744,0.066543333333333,-5.7324,-1.2683
0.413,1.01212121212121,0.19676,11.273,0.972766666666667,0.066081111111111,-5.7131,-1.271
0.414,1.01206060606061,0.19642,11.254,0.971177777777778,0.065635555555556,-5.6939,-1.2736
0.415,1.012,0.1961,11.236,0.969644444444444,0.065207777777778,-5.6748,-1.2762
0.416,1.01193939393939,0.19578,11.218,0.968177777777778,0.064795555555556,-5.6559,-1.2787
0.417,1.01190909090909,0.19548,11.2,0.966755555555555,0.064396666666667,-5.6371,-1.2811
0.418,1.01184848484848,0.19519,11.184,0.965377777777778,0.064015555555556,-5.6185,-1.2835
0.419,1.01181818181818,0.19491,11.167,0.964055555555555,0.063646666666667,-5.6,-1.2858
0.42,1.01175757575758,0.19464,11.152,0.962788888888889,0.063293333333333,-5.5817,-1.288
0.421,1.01172727272727,0.19438,11.137,0.961555555555556,0.062953333333333,-5.5635,-1.2902
0.422,1.01169696969697,0.19413,11.123,0.960377777777778,0.062626666666667,-5.5455,-1.2923
0.423,1.01166666666667,0.19389,11.109,0.959244444444444,0.062313333333333,-5.5277,-1.2944
0.424,1.01160606060606,0.19365,11.096,0.958155555555556,0.062013333333333,-5.51,-1.2964
0.425,1.01157575757576,0.19343,11.083,0.957111111111111,0.061724444444445,-5.4924,-1.2983
0.426,1.01154545454545,0.19322,11.071,0.956111111111111,0.061447777777778,-5.4751,-1.3002
0.427,1.01151515151515,0.19301,11.059,0.955155555555555,0.061184444444445,-5.4579,-1.302
0.428,1.01148484848485,0.19282,11.048,0.954233333333333,0.060931111111111,-5.4408,-1.3038
0.429,1.01145454545455,0.19263,11.037,0.953355555555556,0.060688888888889,-5.4239,-1.3055
0.43,1.01142424242424,0.19245,11.027,0.952511111111111,0.060457777777778,-5.4072,-1.3071
0.431,1.01139393939394,0.19228,11.017,0.951711111111111,0.060236666666667,-5.3907,-1.3087
0.432,1.01139393939394,0.19212,11.007,0.950944444444444,0.060026666666667,-5.3743,-1.3103
0.433,1.01136363636364,0.19196,10.999,0.950211111111111,0.059825555555556,-5.3581,-1.3117
0.434,1.01133333333333,0.19181,10.99,0.949511111111111,0.059634444444445,-5.342,-1.3131
0.435,1.01130303030303,0.19167,10.982,0.948844444444445,0.059453333333333,-5.3262,-1.3145
0.436,1.01130303030303,0.19154,10.974,0.948222222222222,0.059281111111111,-5.3104,-1.3158
0.437,1.01127272727273,0.19141,10.967,0.947622222222222,0.059116666666667,-5.2949,-1.317
0.438,1.01124242424242,0.19129,10.96,0.947055555555555,0.058962222222222,-5.2795,-1.3182
0.439,1.01124242424242,0.19117,10.953,0.946522222222222,0.058815555555556,-5.2643,-1.3193
0.44,1.01121212121212,0.19107,10.947,0.946011111111111,0.058675555555556,-5.2492,-1.3204
0.441,1.01121212121212,0.19096,10.941,0.945533333333333,0.058545555555556,-5.2343,-1.3214
0.442,1.01118181818182,0.19087,10.936,0.945077777777778,0.058422222222222,-5.2196,-1.3224
0.443,1.01118181818182,0.19078,10.931,0.944655555555556,0.058305555555556,-5.205,-1.3233
0.444,1.01115151515152,0.19069,10.926,0.944255555555556,0.058195555555556,-5.1906,-1.3242
0.445,1.01115151515152,0.19061,10.921,0.943888888888889,0.058094444444445,-5.1764,-1.325
0.446,1.01115151515152,0.19054,10.917,0.943544444444444,0.057998888888889,-5.1623,-1.3257
0.447,1.01112121212121,0.19047,10.913,0.943222222222222,0.05791,-5.1483,-1.3264
0.448,1.01112121212121,0.19041,10.909,0.942922222222222,0.057826666666667,-5.1345,-1.327
0.449,1.01112121212121,0.19035,10.906,0.942644444444444,0.057751111111111,-5.1209,-1.3276
0.45,1.01109090909091,0.19029,10.903,0.942388888888889,0.05768,-5.1075,-1.3282
0.451,1.01109090909091,0.19024,10.9,0.942155555555556,0.057614444444445,-5.0941,-1.3287
0.452,1.01109090909091,0.1902,10.897,0.941933333333333,0.057554444444445,-5.081,-1.3291
0.453,1.01109090909091,0.19016,10.895,0.941744444444444,0.057501111111111,-5.068,-1.3295
0.454,1.01109090909091,0.19012,10.893,0.941566666666667,0.057451111111111,-5.0551,-1.3298
0.455,1.01106060606061,0.19008,10.891,0.941411111111111,0.057406666666667,-5.0424,-1.3301
0.456,1.01106060606061,0.19005,10.889,0.941266666666667,0.057366666666667,-5.0298,-1.3304
0.457,1.01106060606061,0.19003,10.888,0.941144444444444,0.057332222222222,-5.0174,-1.3306
0.458,1.01106060606061,0.19001,10.887,0.941044444444444,0.057302222222222,-5.0051,-1.3307
0.459,1.01106060606061,0.18999,10.885,0.940955555555556,0.057275555555556,-4.9929,-1.3308
0.46,1.01106060606061,0.18997,10.885,0.940877777777778,0.057253333333333,-4.9809,-1.3309
0.461,1.01106060606061,0.18996,10.884,0.940822222222222,0.057235555555556,-4.969,-1.3309
0.462,1.01106060606061,0.18995,10.883,0.940777777777778,0.057221111111111,-4.9573,-1.3309
0.463,1.01106060606061,0.18994,10.883,0.940744444444444,0.05721,-4.9456,-1.3308
0.464,1.01106060606061,0.18994,10.883,0.940722222222222,0.057203333333333,-4.9342,-1.3307
0.465,1.01106060606061,0.18994,10.883,0.940722222222222,0.057198888888889,-4.9228,-1.3305
0.466,1.01106060606061,0.18994,10.883,0.940722222222222,0.057197777777778,-4.9116,-1.3303
0.467,1.01106060606061,0.18994,10.883,0.940744444444444,0.057201111111111,-4.9005,-1.3301
0.468,1.01106060606061,0.18995,10.883,0.940777777777778,0.057205555555556,-4.8895,-1.3298
0.469,1.01106060606061,0.18995,10.884,0.940811111111111,0.057213333333333,-4.8786,-1.3295
0.47,1.01106060606061,0.18996,10.884,0.940855555555556,0.057224444444445,-4.8678,-1.3292
0.471,1.01106060606061,0.18998,10.885,0.940922222222222,0.057237777777778,-4.8572,-1.3288
0.472,1.01106060606061,0.18999,10.886,0.940988888888889,0.057254444444445,-4.8467,-1.3284
0.473,1.01106060606061,0.19001,10.887,0.941066666666667,0.057273333333333,-4.8363,-1.3279
0.474,1.01106060606061,0.19003,10.888,0.941155555555556,0.057293333333333,-4.826,-1.3274
0.475,1.01109090909091,0.19005,10.889,0.941244444444444,0.057315555555556,-4.8158,-1.3268
0.476,1.01109090909091,0.19007,10.89,0.941344444444444,0.057341111111111,-4.8057,-1.3263
0.477,1.01109090909091,0.19009,10.891,0.941455555555555,0.057367777777778,-4.7958,-1.3257
0.478,1.01109090909091,0.19012,10.893,0.941577777777778,0.057396666666667,-4.7859,-1.325
0.479,1.01109090909091,0.19014,10.894,0.9417,0.057426666666667,-4.7761,-1.3243
0.48,1.01109090909091,0.19017,10.896,0.941822222222222,0.057458888888889,-4.7664,-1.3236
0.481,1.01109090909091,0.1902,10.898,0.941955555555555,0.057493333333333,-4.7568,-1.3229
