% Measurements of a DFIG system - provided by Prof. Erlich
% t,V_T(pu),angle(rad),angle(°),P_e(pu),Q_e(pu),IPA_r,IQA_r
0.482,1.01112121212121,0.19023,10.899,0.9421,0.057527777777778,-4.7474,-1.3221
0.483,1.01112121212121,0.19026,10.901,0.942244444444444,0.057564444444445,-4.738,-1.3213
0.484,1.01112121212121,0.19029,10.903,0.942388888888889,0.057601111111111,-4.7286,-1.3205
0.485,1.01112121212121,0.19032,10.905,0.942544444444444,0.05764,-4.7194,-1.3196
0.486,1.01112121212121,0.19036,10.907,0.9427,0.05768,-4.7103,-1.3188
0.487,1.01112121212121,0.19039,10.909,0.942866666666667,0.057721111111111,-4.7012,-1.3179
0.488,1.01115151515152,0.19042,10.911,0.943022222222222,0.057763333333333,-4.6923,-1.3169
0.489,1.01115151515152,0.19046,10.913,0.9432,0.057805555555556,-4.6834,-1.316
0.49,1.01115151515152,0.1905,10.915,0.943366666666667,0.057848888888889,-4.6745,-1.315
0.491,1.01115151515152,0.19053,10.917,0.943544444444444,0.057894444444445,-4.6658,-1.3139
0.492,1.01115151515152,0.19057,10.919,0.943711111111111,0.057938888888889,-4.6571,-1.3129
0.493,1.01118181818182,0.19061,10.921,0.943888888888889,0.057984444444445,-4.6485,-1.3119
0.494,1.01118181818182,0.19065,10.923,0.944077777777778,0.05803,-4.64,-1.3108
0.495,1.01118181818182,0.19069,10.925,0.944255555555556,0.058076666666667,-4.6315,-1.3097
0.496,1.01118181818182,0.19072,10.928,0.944433333333333,0.058124444444445,-4.6231,-1.3085
0.497,1.01118181818182,0.19076,10.93,0.944622222222222,0.058171111111111,-4.6148,-1.3074
0.498,1.01121212121212,0.1908,10.932,0.944811111111111,0.058218888888889,-4.6065,-1.3062
0.499,1.01121212121212,0.19084,10.934,0.944988888888889,0.058266666666667,-4.5983,-1.305
0.5,1.01121212121212,0.19088,10.937,0.945177777777778,0.058315555555556,-4.5902,-1.3038
0.501,1.01121212121212,0.19092,10.939,0.945366666666667,0.058363333333333,-4.5821,-1.3026
0.502,1.01124242424242,0.19096,10.941,0.945555555555555,0.058412222222222,-4.574,-1.3013
0.503,1.01124242424242,0.191,10.944,0.945744444444444,0.05846,-4.566,-1.3001
0.504,1.01124242424242,0.19104,10.946,0.945933333333333,0.058508888888889,-4.5581,-1.2988
0.505,1.01124242424242,0.19108,10.948,0.946122222222222,0.058556666666667,-4.5502,-1.2975
0.506,1.01124242424242,0.19112,10.95,0.946311111111111,0.058605555555556,-4.5423,-1.2962
0.507,1.01127272727273,0.19116,10.953,0.946488888888889,0.058654444444445,-4.5345,-1.2949
0.508,1.01127272727273,0.1912,10.955,0.946677777777778,0.058702222222222,-4.5268,-1.2935
0.509,1.01127272727273,0.19124,10.957,0.946866666666667,0.05875,-4.5191,-1.2922
0.51,1.01127272727273,0.19128,10.959,0.947044444444444,0.058797777777778,-4.5114,-1.2908
0.511,1.01130303030303,0.19132,10.962,0.947233333333333,0.058845555555556,-4.5038,-1.2894
0.512,1.01130303030303,0.19136,10.964,0.947411111111111,0.058893333333333,-4.4962,-1.288
0.513,1.01130303030303,0.1914,10.966,0.9476,0.05894,-4.4887,-1.2866
0.514,1.01130303030303,0.19143,10.968,0.947777777777778,0.058985555555556,-4.4811,-1.2852
0.515,1.01130303030303,0.19147,10.97,0.947955555555556,0.059033333333333,-4.4737,-1.2837
0.516,1.01133333333333,0.19151,10.973,0.948133333333333,0.059078888888889,-4.4662,-1.2823
0.517,1.01133333333333,0.19155,10.975,0.948311111111111,0.059124444444445,-4.4588,-1.2808
0.518,1.01133333333333,0.19158,10.977,0.948477777777778,0.059168888888889,-4.4514,-1.2794
0.519,1.01133333333333,0.19162,10.979,0.948655555555555,0.059214444444445,-4.4441,-1.2779
0.52,1.01133333333333,0.19166,10.981,0.948822222222222,0.059257777777778,-4.4367,-1.2764
0.521,1.01136363636364,0.19169,10.983,0.949,0.059302222222222,-4.4294,-1.2749
0.522,1.01136363636364,0.19173,10.985,0.949155555555556,0.059345555555556,-4.4222,-1.2734
0.523,1.01136363636364,0.19176,10.987,0.949322222222222,0.059387777777778,-4.4149,-1.2719
0.524,1.01136363636364,0.1918,10.989,0.949488888888889,0.05943,-4.4077,-1.2704
0.525,1.01136363636364,0.19183,10.991,0.949644444444444,0.059472222222222,-4.4005,-1.2689
0.526,1.01136363636364,0.19186,10.993,0.949811111111111,0.059513333333333,-4.3933,-1.2673
0.527,1.01139393939394,0.1919,10.995,0.949966666666667,0.059553333333333,-4.3861,-1.2658
0.528,1.01139393939394,0.19193,10.997,0.950122222222222,0.059593333333333,-4.379,-1.2643
0.529,1.01139393939394,0.19196,10.999,0.950266666666667,0.059633333333333,-4.3719,-1.2627
0.53,1.01139393939394,0.19199,11,0.950422222222222,0.059671111111111,-4.3648,-1.2612
0.531,1.01139393939394,0.19203,11.002,0.950566666666667,0.059708888888889,-4.3577,-1.2596
0.532,1.01142424242424,0.19206,11.004,0.950711111111111,0.059746666666667,-4.3506,-1.258
0.533,1.01142424242424,0.19209,11.006,0.950855555555556,0.059784444444445,-4.3435,-1.2565
0.534,1.01142424242424,0.19212,11.007,0.950988888888889,0.05982,-4.3365,-1.2549
0.535,1.01142424242424,0.19215,11.009,0.951133333333333,0.059855555555556,-4.3295,-1.2533
0.536,1.01142424242424,0.19217,11.011,0.951266666666667,0.05989,-4.3224,-1.2517
0.537,1.01142424242424,0.1922,11.012,0.9514,0.059925555555556,-4.3154,-1.2501
0.538,1.01145454545455,0.19223,11.014,0.951522222222222,0.059957777777778,-4.3084,-1.2485
0.539,1.01145454545455,0.19226,11.015,0.951655555555556,0.059991111111111,-4.3014,-1.2469
0.54,1.01145454545455,0.19228,11.017,0.951777777777778,0.060024444444445,-4.2944,-1.2454
0.541,1.01145454545455,0.19231,11.018,0.9519,0.060054444444445,-4.2875,-1.2438
0.542,1.01145454545455,0.19233,11.02,0.952022222222222,0.060085555555556,-4.2805,-1.2422
0.543,1.01145454545455,0.19236,11.021,0.952144444444444,0.060116666666667,-4.2735,-1.2405
0.544,1.01145454545455,0.19238,11.023,0.952255555555556,0.060145555555556,-4.2666,-1.2389
0.545,1.01148484848485,0.19241,11.024,0.952366666666667,0.060175555555556,-4.2596,-1.2373
0.546,1.01148484848485,0.19243,11.025,0.952477777777778,0.060204444444445,-4.2527,-1.2357
0.547,1.01148484848485,0.19245,11.027,0.952588888888889,0.060231111111111,-4.2457,-1.2341
0.548,1.01148484848485,0.19248,11.028,0.952688888888889,0.060258888888889,-4.2388,-1.2325
0.549,1.01148484848485,0.1925,11.029,0.952788888888889,0.060285555555556,-4.2319,-1.2309
0.55,1.01148484848485,0.19252,11.031,0.952888888888889,0.060311111111111,-4.2249,-1.2293
0.551,1.01148484848485,0.19254,11.032,0.952988888888889,0.060335555555556,-4.218,-1.2277
0.552,1.01148484848485,0.19256,11.033,0.953088888888889,0.06036,-4.2111,-1.2261
0.553,1.01148484848485,0.19258,11.034,0.953177777777778,0.060384444444445,-4.2041,-1.2244
0.554,1.01151515151515,0.1926,11.035,0.953266666666667,0.060406666666667,-4.1972,-1.2228
0.555,1.01151515151515,0.19262,11.036,0.953355555555556,0.06043,-4.1903,-1.2212
0.556,1.01151515151515,0.19264,11.037,0.953444444444444,0.060452222222222,-4.1834,-1.2196
0.557,1.01151515151515,0.19265,11.038,0.953533333333333,0.060473333333333,-4.1764,-1.218
0.558,1.01151515151515,0.19267,11.039,0.953611111111111,0.060494444444445,-4.1695,-1.2164
0.559,1.01151515151515,0.19269,11.04,0.953688888888889,0.060514444444445,-4.1626,-1.2148
0.56,1.01151515151515,0.1927,11.041,0.953766666666667,0.060534444444445,-4.1556,-1.2132
0.561,1.01151515151515,0.19272,11.042,0.953844444444444,0.060553333333333,-4.1487,-1.2115
0.562,1.01151515151515,0.19274,11.043,0.953911111111111,0.060572222222222,-4.1418,-1.2099
0.563,1.01151515151515,0.19275,11.044,0.953988888888889,0.060588888888889,-4.1348,-1.2083
0.564,1.01154545454545,0.19277,11.045,0.954055555555556,0.060606666666667,-4.1279,-1.2067
0.565,1.01154545454545,0.19278,11.045,0.954122222222222,0.060623333333333,-4.1209,-1.2051
0.566,1.01154545454545,0.19279,11.046,0.954188888888889,0.06064,-4.114,-1.2035
0.567,1.01154545454545,0.19281,11.047,0.954244444444444,0.060654444444445,-4.107,-1.2019
0.568,1.01154545454545,0.19282,11.048,0.954311111111111,0.06067,-4.1001,-1.2003
0.569,1.01154545454545,0.19283,11.048,0.954366666666667,0.060685555555556,-4.0931,-1.1987
0.57,1.01154545454545,0.19284,11.049,0.954422222222222,0.060698888888889,-4.0862,-1.1971
0.571,1.01154545454545,0.19286,11.05,0.954477777777778,0.060713333333333,-4.0792,-1.1955
0.572,1.01154545454545,0.19287,11.05,0.954533333333333,0.060725555555556,-4.0722,-1.1939
0.573,1.01154545454545,0.19288,11.051,0.954577777777778,0.060737777777778,-4.0652,-1.1923
0.574,1.01154545454545,0.19289,11.052,0.954633333333333,0.060751111111111,-4.0583,-1.1907
0.575,1.01154545454545,0.1929,11.052,0.954677777777778,0.060762222222222,-4.0513,-1.1891
0.576,1.01154545454545,0.19291,11.053,0.954722222222222,0.060773333333333,-4.0443,-1.1875
0.577,1.01154545454545,0.19292,11.053,0.954766666666667,0.060784444444445,-4.0373,-1.186
0.578,1.01154545454545,0.19293,11.054,0.954811111111111,0.060794444444445,-4.0303,-1.1844
0.579,1.01157575757576,0.19293,11.054,0.954844444444444,0.060804444444445,-4.0233,-1.1828
0.58,1.01157575757576,0.19294,11.055,0.954888888888889,0.060814444444445,-4.0162,-1.1812
0.581,1.01157575757576,0.19295,11.055,0.954922222222222,0.060823333333333,-4.0092,-1.1796
0.582,1.01157575757576,0.19296,11.056,0.954966666666667,0.060831111111111,-4.0022,-1.1781
0.583,1.01157575757576,0.19297,11.056,0.955,0.06084,-3.9952,-1.1765
0.584,1.01157575757576,0.19297,11.057,0.955033333333333,0.060846666666667,-3.9881,-1.1749
0.585,1.01157575757576,0.19298,11.057,0.955055555555555,0.060854444444445,-3.9811,-1.1733
0.586,1.01157575757576,0.19299,11.057,0.955088888888889,0.060862222222222,-3.974,-1.1718
0.587,1.01157575757576,0.19299,11.058,0.955122222222222,0.060868888888889,-3.967,-1.1702
0.588,1.01157575757576,0.193,11.058,0.955144444444444,0.060874444444445,-3.9599,-1.1686
0.589,1.01157575757576,0.193,11.058,0.955177777777778,0.060881111111111,-3.9528,-1.1671
0.59,1.01157575757576,0.19301,11.059,0.9552,0.060886666666667,-3.9457,-1.1655
0.591,1.01157575757576,0.19301,11.059,0.955222222222222,0.060892222222222,-3.9387,-1.164
0.592,1.01157575757576,0.19302,11.059,0.955244444444444,0.060896666666667,-3.9316,-1.1624
0.593,1.01157575757576,0.19302,11.059,0.955266666666667,0.060901111111111,-3.9245,-1.1609
0.594,1.01157575757576,0.19303,11.06,0.955288888888889,0.060905555555556,-3.9174,-1.1593
0.595,1.01157575757576,0.19303,11.06,0.9553,0.06091,-3.9103,-1.1578
0.596,1.01157575757576,0.19303,11.06,0.955322222222222,0.060914444444445,-3.9032,-1.1562
0.597,1.01157575757576,0.19304,11.06,0.955344444444444,0.060916666666667,-3.896,-1.1547
0.598,1.01157575757576,0.19304,11.06,0.955355555555556,0.06092,-3.8889,-1.1531
0.599,1.01157575757576,0.19304,11.061,0.955366666666667,0.060923333333333,-3.8818,-1.1516
0.6,1.01157575757576,0.19305,11.061,0.955377777777778,0.060925555555556,-3.8746,-1.1501
0.601,1.01157575757576,0.19305,11.061,0.9554,0.060928888888889,-3.8675,-1.1485
0.602,1.01157575757576,0.19305,11.061,0.955411111111111,0.060931111111111,-3.8603,-1.147
0.603,1.01157575757576,0.19305,11.061,0.955422222222222,0.060933333333333,-3.8532,-1.1455
0.604,1.01157575757576,0.19306,11.061,0.955433333333333,0.060934444444445,-3.846,-1.1439
0.605,1.01157575757576,0.19306,11.061,0.955433333333333,0.060935555555556,-3.8388,-1.1424
0.606,1.01157575757576,0.19306,11.062,0.955444444444444,0.060936666666667,-3.8317,-1.1409
0.607,1.01157575757576,0.19306,11.062,0.955455555555555,0.060937777777778,-3.8245,-1.1394
0.608,1.01157575757576,0.19306,11.062,0.955455555555555,0.060938888888889,-3.8173,-1.1379
0.609,1.01157575757576,0.19307,11.062,0.955466666666667,0.06094,-3.8101,-1.1363
0.61,1.01157575757576,0.19307,11.062,0.955477777777778,0.060941111111111,-3.8029,-1.1348
0.611,1.01157575757576,0.19307,11.062,0.955477777777778,0.060941111111111,-3.7957,-1.1333
0.612,1.01157575757576,0.19307,11.062,0.955477777777778,0.060941111111111,-3.7885,-1.1318
0.613,1.01157575757576,0.19307,11.062,0.955488888888889,0.060941111111111,-3.7813,-1.1303
0.614,1.01157575757576,0.19307,11.062,0.955488888888889,0.060941111111111,-3.774,-1.1288
0.615,1.01157575757576,0.19307,11.062,0.955488888888889,0.060941111111111,-3.7668,-1.1273
0.616,1.01160606060606,0.19307,11.062,0.955488888888889,0.06094,-3.7596,-1.1258
0.617,1.01160606060606,0.19307,11.062,0.955488888888889,0.06094,-3.7523,-1.1243
0.618,1.01160606060606,0.19307,11.062,0.9555,0.060938888888889,-3.7451,-1.1228
0.619,1.01160606060606,0.19307,11.062,0.9555,0.060937777777778,-3.7379,-1.1213
0.62,1.01160606060606,0.19307,11.062,0.9555,0.060936666666667,-3.7306,-1.1198
0.621,1.01160606060606,0.19307,11.062,0.9555,0.060935555555556,-3.7233,-1.1183
0.622,1.01160606060606,0.19307,11.062,0.955488888888889,0.060935555555556,-3.7161,-1.1168
0.623,1.01160606060606,0.19307,11.062,0.955488888888889,0.060933333333333,-3.7088,-1.1153
0.624,1.01160606060606,0.19307,11.062,0.955488888888889,0.060932222222222,-3.7015,-1.1138
0.625,1.01160606060606,0.19307,11.062,0.955488888888889,0.06093,-3.6943,-1.1123
0.626,1.01160606060606,0.19307,11.062,0.955488888888889,0.060928888888889,-3.687,-1.1109
0.627,1.01160606060606,0.19307,11.062,0.955477777777778,0.060926666666667,-3.6797,-1.1094
0.628,1.01160606060606,0.19307,11.062,0.955477777777778,0.060925555555556,-3.6724,-1.1079
0.629,1.01160606060606,0.19307,11.062,0.955477777777778,0.060923333333333,-3.6651,-1.1064
0.63,1.01160606060606,0.19307,11.062,0.955466666666667,0.060922222222222,-3.6578,-1.1049
0.631,1.01160606060606,0.19307,11.062,0.955466666666667,0.060918888888889,-3.6505,-1.1035
0.632,1.01160606060606,0.19306,11.062,0.955466666666667,0.060916666666667,-3.6432,-1.102
0.633,1.01160606060606,0.19306,11.062,0.955455555555555,0.060914444444445,-3.6359,-1.1005
0.634,1.01160606060606,0.19306,11.062,0.955455555555555,0.060913333333333,-3.6286,-1.099
0.635,1.01160606060606,0.19306,11.062,0.955444444444444,0.060911111111111,-3.6213,-1.0976
0.636,1.01160606060606,0.19306,11.062,0.955444444444444,0.060907777777778,-3.614,-1.0961
0.637,1.01160606060606,0.19306,11.061,0.955433333333333,0.060905555555556,-3.6066,-1.0946
0.638,1.01160606060606,0.19306,11.061,0.955433333333333,0.060904444444445,-3.5993,-1.0932
0.639,1.01160606060606,0.19306,11.061,0.955422222222222,0.060901111111111,-3.592,-1.0917
0.64,1.01160606060606,0.19305,11.061,0.955422222222222,0.060898888888889,-3.5846,-1.0902
0.641,1.01160606060606,0.19305,11.061,0.955411111111111,0.060895555555556,-3.5773,-1.0888
0.642,1.01160606060606,0.19305,11.061,0.955411111111111,0.060894444444445,-3.57,-1.0873
0.643,1.01160606060606,0.19305,11.061,0.9554,0.060891111111111,-3.5626,-1.0858
0.644,1.01160606060606,0.19305,11.061,0.955388888888889,0.060888888888889,-3.5553,-1.0844
0.645,1.01160606060606,0.19305,11.061,0.955388888888889,0.060885555555556,-3.5479,-1.0829
0.646,1.01160606060606,0.19305,11.061,0.955377777777778,0.060883333333333,-3.5406,-1.0815
0.647,1.01160606060606,0.19305,11.061,0.955377777777778,0.060881111111111,-3.5332,-1.08
0.648,1.01160606060606,0.19304,11.061,0.955366666666667,0.060877777777778,-3.5259,-1.0785
0.649,1.01160606060606,0.19304,11.061,0.955355555555556,0.060874444444445,-3.5185,-1.0771
0.65,1.01160606060606,0.19304,11.06,0.955355555555556,0.060873333333333,-3.5111,-1.0756
0.651,1.01160606060606,0.19304,11.06,0.955344444444444,0.06087,-3.5038,-1.0742
0.652,1.01160606060606,0.19304,11.06,0.955333333333333,0.060866666666667,-3.4964,-1.0727
0.653,1.01160606060606,0.19304,11.06,0.955333333333333,0.060865555555556,-3.489,-1.0713
0.654,1.01160606060606,0.19303,11.06,0.955322222222222,0.060862222222222,-3.4817,-1.0698
0.655,1.01160606060606,0.19303,11.06,0.955311111111111,0.060858888888889,-3.4743,-1.0684
0.656,1.01160606060606,0.19303,11.06,0.955311111111111,0.060855555555556,-3.4669,-1.0669
0.657,1.01160606060606,0.19303,11.06,0.9553,0.060854444444445,-3.4595,-1.0655
0.658,1.01160606060606,0.19303,11.06,0.9553,0.060851111111111,-3.4522,-1.064
0.659,1.01160606060606,0.19303,11.06,0.955288888888889,0.060847777777778,-3.4448,-1.0626
0.66,1.01160606060606,0.19303,11.06,0.955277777777778,0.060845555555556,-3.4374,-1.0611
0.661,1.01160606060606,0.19302,11.059,0.955277777777778,0.060843333333333,-3.43,-1.0597
0.662,1.01160606060606,0.19302,11.059,0.955266666666667,0.06084,-3.4226,-1.0582
0.663,1.01160606060606,0.19302,11.059,0.955255555555556,0.060837777777778,-3.4152,-1.0568
0.664,1.01160606060606,0.19302,11.059,0.955255555555556,0.060835555555556,-3.4079,-1.0553
0.665,1.01160606060606,0.19302,11.059,0.955244444444444,0.060833333333333,-3.4005,-1.0539
0.666,1.01160606060606,0.19302,11.059,0.955244444444444,0.06083,-3.3931,-1.0525
0.667,1.01157575757576,0.19302,11.059,0.955233333333333,0.060826666666667,-3.3857,-1.051
0.668,1.01157575757576,0.19301,11.059,0.955222222222222,0.060824444444445,-3.3783,-1.0496
0.669,1.01157575757576,0.19301,11.059,0.955222222222222,0.060822222222222,-3.3709,-1.0481
0.67,1.01157575757576,0.19301,11.059,0.955211111111111,0.06082,-3.3635,-1.0467
0.671,1.01157575757576,0.19301,11.059,0.9552,0.060816666666667,-3.3561,-1.0452
0.672,1.01157575757576,0.19301,11.059,0.9552,0.060814444444445,-3.3487,-1.0438
0.673,1.01157575757576,0.19301,11.058,0.955188888888889,0.060813333333333,-3.3413,-1.0424
0.674,1.01157575757576,0.19301,11.058,0.955188888888889,0.06081,-3.3339,-1.0409
0.675,1.01157575757576,0.193,11.058,0.955177777777778,0.060807777777778,-3.3265,-1.0395
0.676,1.01157575757576,0.193,11.058,0.955177777777778,0.060805555555556,-3.3191,-1.038
0.677,1.01157575757576,0.193,11.058,0.955166666666667,0.060803333333333,-3.3117,-1.0366
0.678,1.01157575757576,0.193,11.058,0.955166666666667,0.060801111111111,-3.3043,-1.0352
0.679,1.01157575757576,0.193,11.058,0.955155555555555,0.060798888888889,-3.2969,-1.0337
0.68,1.01157575757576,0.193,11.058,0.955155555555555,0.060795555555556,-3.2895,-1.0323
0.681,1.01157575757576,0.193,11.058,0.955144444444444,0.060794444444445,-3.2821,-1.0308
0.682,1.01157575757576,0.193,11.058,0.955144444444444,0.060792222222222,-3.2747,-1.0294
0.683,1.01157575757576,0.19299,11.058,0.955133333333333,0.06079,-3.2673,-1.028
0.684,1.01157575757576,0.19299,11.058,0.955133333333333,0.060787777777778,-3.2599,-1.0265
0.685,1.01157575757576,0.19299,11.058,0.955122222222222,0.060785555555556,-3.2524,-1.0251
0.686,1.01157575757576,0.19299,11.058,0.955122222222222,0.060784444444445,-3.245,-1.0237
0.687,1.01157575757576,0.19299,11.058,0.955111111111111,0.060782222222222,-3.2376,-1.0222
0.688,1.01157575757576,0.19299,11.057,0.955111111111111,0.06078,-3.2302,-1.0208
0.689,1.01157575757576,0.19299,11.057,0.9551,0.060777777777778,-3.2228,-1.0194
0.69,1.01157575757576,0.19299,11.057,0.9551,0.060775555555556,-3.2154,-1.0179
0.691,1.01157575757576,0.19299,11.057,0.955088888888889,0.060774444444445,-3.208,-1.0165
0.692,1.01157575757576,0.19299,11.057,0.955088888888889,0.060772222222222,-3.2006,-1.015
0.693,1.01157575757576,0.19298,11.057,0.955088888888889,0.06077,-3.1932,-1.0136
0.694,1.01157575757576,0.19298,11.057,0.955077777777778,0.060767777777778,-3.1858,-1.0122
0.695,1.01157575757576,0.19298,11.057,0.955077777777778,0.060766666666667,-3.1784,-1.0107
0.696,1.01157575757576,0.19298,11.057,0.955066666666667,0.060764444444445,-3.171,-1.0093
0.697,1.01157575757576,0.19298,11.057,0.955066666666667,0.060763333333333,-3.1635,-1.0079
0.698,1.01157575757576,0.19298,11.057,0.955066666666667,0.060762222222222,-3.1561,-1.0064
0.699,1.01157575757576,0.19298,11.057,0.955055555555555,0.06076,-3.1487,-1.005
0.7,1.01157575757576,0.19298,11.057,0.955055555555555,0.060757777777778,-3.1413,-1.0036
0.701,1.01157575757576,0.19298,11.057,0.955055555555555,0.060756666666667,-3.1339,-1.0021
0.702,1.01157575757576,0.19298,11.057,0.955044444444444,0.060755555555556,-3.1265,-1.0007
0.703,1.01157575757576,0.19298,11.057,0.955044444444444,0.060754444444445,-3.1191,-0.99926
0.704,1.01157575757576,0.19298,11.057,0.955044444444444,0.060752222222222,-3.1117,-0.99782
0.705,1.01157575757576,0.19298,11.057,0.955033333333333,0.060751111111111,-3.1043,-0.99639
0.706,1.01157575757576,0.19297,11.057,0.955033333333333,0.060748888888889,-3.0969,-0.99495
0.707,1.01157575757576,0.19297,11.057,0.955033333333333,0.060747777777778,-3.0894,-0.99352
0.708,1.01157575757576,0.19297,11.057,0.955033333333333,0.060746666666667,-3.082,-0.99208
0.709,1.01157575757576,0.19297,11.057,0.955022222222222,0.060745555555556,-3.0746,-0.99065
0.71,1.01157575757576,0.19297,11.056,0.955022222222222,0.060744444444445,-3.0672,-0.98921
0.711,1.01157575757576,0.19297,11.056,0.955022222222222,0.060743333333333,-3.0598,-0.98778
0.712,1.01157575757576,0.19297,11.056,0.955022222222222,0.060741111111111,-3.0524,-0.98635
0.713,1.01157575757576,0.19297,11.056,0.955011111111111,0.06074,-3.045,-0.98491
0.714,1.01157575757576,0.19297,11.056,0.955011111111111,0.060738888888889,-3.0376,-0.98347
0.715,1.01157575757576,0.19297,11.056,0.955011111111111,0.060737777777778,-3.0302,-0.98204
0.716,1.01157575757576,0.19297,11.056,0.955011111111111,0.060736666666667,-3.0228,-0.9806
0.717,1.01157575757576,0.19297,11.056,0.955011111111111,0.060735555555556,-3.0154,-0.97917
0.718,1.01157575757576,0.19297,11.056,0.955,0.060734444444445,-3.008,-0.97774
0.719,1.01157575757576,0.19297,11.056,0.955,0.060733333333333,-3.0006,-0.9763
0.72,1.01157575757576,0.19297,11.056,0.955,0.060732222222222,-2.9932,-0.97486
0.721,1.01157575757576,0.19297,11.056,0.955,0.060731111111111,-2.9858,-0.97343
0.722,1.01157575757576,0.19297,11.056,0.955,0.06073,-2.9783,-0.97199
0.723,1.01157575757576,0.19297,11.056,0.955,0.060728888888889,-2.9709,-0.97056
0.724,1.01157575757576,0.19297,11.056,0.954988888888889,0.060728888888889,-2.9635,-0.96912
0.725,1.01157575757576,0.19297,11.056,0.954988888888889,0.060727777777778,-2.9561,-0.96769
0.726,1.01157575757576,0.19297,11.056,0.954988888888889,0.060726666666667,-2.9487,-0.96625
0.727,1.01157575757576,0.19297,11.056,0.954988888888889,0.060725555555556,-2.9413,-0.96482
0.728,1.01157575757576,0.19297,11.056,0.954988888888889,0.060725555555556,-2.9339,-0.96338
0.729,1.01157575757576,0.19296,11.056,0.954988888888889,0.060724444444445,-2.9265,-0.96195
0.73,1.01157575757576,0.19296,11.056,0.954988888888889,0.060723333333333,-2.9191,-0.96051
0.731,1.01157575757576,0.19296,11.056,0.954988888888889,0.060723333333333,-2.9117,-0.95907
0.732,1.01160606060606,0.19296,11.056,0.954988888888889,0.060722222222222,-2.9043,-0.95764
0.733,1.01160606060606,0.19296,11.056,0.954977777777778,0.060721111111111,-2.8969,-0.9562
0.734,1.01160606060606,0.19296,11.056,0.954977777777778,0.06072,-2.8895,-0.95476
0.735,1.01160606060606,0.19296,11.056,0.954977777777778,0.06072,-2.8821,-0.95333
0.736,1.01160606060606,0.19296,11.056,0.954977777777778,0.060718888888889,-2.8747,-0.95189
0.737,1.01160606060606,0.19296,11.056,0.954977777777778,0.060717777777778,-2.8673,-0.95046
0.738,1.01160606060606,0.19296,11.056,0.954977777777778,0.060717777777778,-2.8599,-0.94902
0.739,1.01160606060606,0.19296,11.056,0.954977777777778,0.060716666666667,-2.8525,-0.94758
0.74,1.01160606060606,0.19296,11.056,0.954977777777778,0.060716666666667,-2.8451,-0.94615
0.741,1.01160606060606,0.19296,11.056,0.954977777777778,0.060715555555556,-2.8377,-0.94471
0.742,1.01160606060606,0.19296,11.056,0.954977777777778,0.060714444444445,-2.8303,-0.94327
0.743,1.01160606060606,0.19296,11.056,0.954977777777778,0.060714444444445,-2.8229,-0.94183
0.744,1.01160606060606,0.19296,11.056,0.954977777777778,0.060714444444445,-2.8156,-0.9404
0.745,1.01160606060606,0.19296,11.056,0.954977777777778,0.060714444444445,-2.8082,-0.93896
0.746,1.01160606060606,0.19296,11.056,0.954977777777778,0.060713333333333,-2.8008,-0.93752
0.747,1.01160606060606,0.19296,11.056,0.954977777777778,0.060713333333333,-2.7934,-0.93609
0.748,1.01160606060606,0.19296,11.056,0.954977777777778,0.060712222222222,-2.786,-0.93465
0.749,1.01160606060606,0.19296,11.056,0.954977777777778,0.060712222222222,-2.7786,-0.93321
0.75,1.01160606060606,0.19296,11.056,0.954977777777778,0.060711111111111,-2.7712,-0.93177
0.751,1.01160606060606,0.19296,11.056,0.954977777777778,0.060711111111111,-2.7638,-0.93034
0.752,1.01160606060606,0.19296,11.056,0.954977777777778,0.060711111111111,-2.7564,-0.9289
0.753,1.01160606060606,0.19296,11.056,0.954977777777778,0.06071,-2.749,-0.92746
0.754,1.01160606060606,0.19296,11.056,0.954977777777778,0.06071,-2.7416,-0.92602
0.755,1.01160606060606,0.19296,11.056,0.954977777777778,0.060708888888889,-2.7342,-0.92458
0.756,1.01160606060606,0.19296,11.056,0.954977777777778,0.060708888888889,-2.7268,-0.92314
0.757,1.01160606060606,0.19296,11.056,0.954977777777778,0.060708888888889,-2.7194,-0.92171
0.758,1.01160606060606,0.19296,11.056,0.954977777777778,0.060707777777778,-2.7121,-0.92027
0.759,1.01160606060606,0.19296,11.056,0.954977777777778,0.060707777777778,-2.7047,-0.91883
0.76,1.01160606060606,0.19296,11.056,0.954977777777778,0.060707777777778,-2.6973,-0.91739
0.761,1.01160606060606,0.19296,11.056,0.954977777777778,0.060706666666667,-2.6899,-0.91595
0.762,1.01160606060606,0.19296,11.056,0.954977777777778,0.060706666666667,-2.6825,-0.91451
0.763,1.01160606060606,0.19296,11.056,0.954977777777778,0.060706666666667,-2.6751,-0.91307
0.764,1.01160606060606,0.19296,11.056,0.954977777777778,0.060705555555556,-2.6677,-0.91164
0.765,1.01160606060606,0.19296,11.056,0.954977777777778,0.060705555555556,-2.6603,-0.9102
0.766,1.01160606060606,0.19296,11.056,0.954977777777778,0.060705555555556,-2.653,-0.90876
0.767,1.01160606060606,0.19296,11.056,0.954977777777778,0.060704444444445,-2.6456,-0.90732
0.768,1.01160606060606,0.19297,11.056,0.954977777777778,0.060704444444445,-2.6382,-0.90588
0.769,1.01160606060606,0.19297,11.056,0.954977777777778,0.060704444444445,-2.6308,-0.90444
0.77,1.01160606060606,0.19297,11.056,0.954977777777778,0.060704444444445,-2.6234,-0.903
