% Pendulum System
% b = 0.1, l = 1, g = 9.8, m = 2.5
% x0 = [0, 0]
% t, theta, alpha, F
0.126,0.012577706740648066,0.19583564821756205,4
0.127,0.012774765485046836,0.1973028978228632,4
0.128,0.012973289813683129,0.19876814565633505,4
0.129,0.013173277712893016,0.2002313774522163,4
0.13,0.013374727154763805,0.20169257896516601,4
0.131,0.013577636097154573,0.2031517359704021,4
0.132,0.013782002483716816,0.20460883426384,4
0.133,0.013987824243915292,0.20606385966223054,4
0.134,0.014195099293048975,0.20751679800329817,4
0.135,0.014403825532272107,0.20896763514587885,4
0.13600000000000004,0.014614000848615463,0.21041635697005748,4
0.137,0.014825623115007687,0.21186294937730535,4
0.138,0.015038690190296812,0.21330739829061746,4
0.139,0.015253199919271885,0.21474968965464894,4
0.14,0.01546915013268475,0.21618980943585267,4
0.141,0.015686538647271955,0.21762774362261478,4
0.142,0.015905363265776795,0.21906347822539174,4
0.143,0.016125621776971494,0.22049699927684607,4
0.144,0.016347311955679553,0.2219282928319822,4
0.145,0.016570431562798162,0.22335734496828197,4
0.146,0.016794978345320823,0.22478414178584047,4
0.147,0.01702095003636005,0.22620866940750065,4
0.148,0.017248344355170253,0.2276309139789885,4
0.149,0.017477159007170718,0.22905086166904806,4
0.15,0.017707391683968756,0.2304684986695751,4
0.151,0.01793904006338293,0.23188381119575224,4
0.152,0.018172101809466497,0.2332967854861824,4
0.153,0.018406574572530914,0.23470740780302266,4
0.154,0.018642455989169488,0.23611566443211796,4
0.155,0.01887974368228124,0.23752154168313425,4
0.156,0.019118435261094746,0.23892502588969156,4
0.157,0.01935852832119229,0.24032610340949676,4
0.158,0.019600020444533982,0.24172476062447634,4
0.159,0.01984290919948215,0.2431209839409085,4
0.16,0.02008719214082578,0.24451475978955525,4
0.161,0.020332866809805086,0.2459060746257945,4
0.162,0.020579930734136283,0.2472949149297512,4
0.163,0.02082838142803639,0.24868126720642925,4
0.164,0.021078216392248272,0.250065117985842,4
0.165,0.02132943311406572,0.2514464538231436,4
0.166,0.021582029067358705,0.25282526129875904,4
0.167,0.021836001712598786,0.25420152701851517,4
0.168,0.022091348496884586,0.25557523761377,4
0.169,0.02234806685396745,0.25694637974154333,4
0.17,0.02260615420427721,0.25831494008464545,4
0.171,0.022865607954948065,0.2596809053518075,4
0.172,0.023126425499844658,0.26104426227780925,4
0.173,0.023388604219588195,0.26240499762360886,4
0.174,0.023652141481582716,0.2637630981764711,4
0.17499999999999996,0.02391703464004155,0.26511855075009544,4
0.17599999999999996,0.024183281036013828,0.2664713421847445,4
0.177,0.02445087799741117,0.26782145934737106,4
0.178,0.024719822839034466,0.2691688891317461,4
0.179,0.024990112862600798,0.27051361845858574,4
0.18,0.02526174535677051,0.27185563427567844,4
0.181,0.025534717597174378,0.2731949235580113,4
0.182,0.025809026846440913,0.2745314733078964,4
0.183,0.02608467035422377,0.27586527055509713,4
0.184,0.026361645357229346,0.2771963023569542,4
0.185,0.02663994907924444,0.2785245557985108,4
0.186,0.02691957873116403,0.2798500179926379,4
0.187,0.027200531511019276,0.28117267608015956,4
0.188,0.0274828046040055,0.28249251722997715,4
0.189,0.027766395182510437,0.28380952863919445,4
0.19,0.028051300406142468,0.2851236975332411,4
0.191,0.02833751742175913,0.2864350111659971,4
0.192,0.028625043363495587,0.28774345681991587,4
0.193,0.028913875352793376,0.28904902180614794,4
0.194,0.029204010498429175,0.2903516934646636,4
0.195,0.029495445896543692,0.29165145916437596,4
0.196,0.029788178630670795,0.29294830630326324,4
0.197,0.030082205771766613,0.2942422223084907,4
0.198,0.03037752437823881,0.29553319463653294,4
0.199,0.03067413149597608,0.29682121077329526,4
0.2,0.03097202415837757,0.29810625823423453,4
0.201,0.03127119938638263,0.299388324564481,4
0.202,0.03157165418850052,0.3006673973389582,4
0.203,0.031873385560840344,0.3019434641625036,4
0.204,0.03217639048714104,0.3032165126699887,4
0.205,0.03248066593880153,0.3044865305264389,4
0.206,0.032786208874910946,0.3057535054271526,4
0.207,0.03309301624227905,0.30701742509782104,4
0.208,0.033401084975466684,0.30827827729464646,4
0.209,0.03371041199681638,0.3095360498044612,4
0.21,0.03402099421648314,0.3107907304448455,4
0.211,0.03433282853246521,0.3120423070642458,4
0.212,0.034645911830635104,0.3132907675420924,4
0.213,0.03496024098477064,0.3145360997889164,4
0.214,0.03527581285658616,0.31577829174646727,4
0.215,0.03559262429576386,0.3170173313878292,4
0.216,0.03591067213998522,0.3182532067175374,4
0.217,0.036229953214962494,0.31948590577169456,4
0.218,0.03655046433447046,0.32071541661808645,4
0.219,0.03687220230037814,0.32194172735629734,4
0.22,0.037195163902680704,0.32316482611782515,4
0.221,0.037519345919531516,0.3243847010661963,4
0.222,0.0378447451172742,0.3256013403970802,4
0.223,0.03817135825047493,0.3268147323384034,4
0.224,0.038499182061954754,0.3280248651504636,4
0.225,0.03882821328282205,0.3292317271260429,4
0.226,0.039158448632505165,0.3304353065905213,4
0.227,0.03948988481878498,0.3316355919019895,4
0.228,0.039822518537827915,0.3328325714513614,4
0.229,0.040156346474218604,0.33402623366248646,4
0.23,0.040491365300993155,0.3352165669922614,4
0.231,0.04082757167967211,0.33640355993074195,4
0.232,0.041164962260293814,0.33758720100125417,4
0.233,0.041503533681447685,0.3387674787605051,4
0.234,0.04184328257030781,0.3399443817986937,4
0.235,0.0421842055426664,0.34111789873962073,4
0.236,0.04252629920296754,0.342288018240799,4
0.237,0.042869560144341,0.3434547289935626,4
0.238,0.04321398494863616,0.3446180197231766,4
0.239,0.043559570186456,0.34577787918894565,4
0.24,0.04390631241719121,0.3469342961843225,4
0.241,0.04425420818905448,0.34808725953701625,4
0.242,0.04460325403911485,0.34923675810910076,4
0.243,0.04495344649333209,0.3503827807971213,4
0.244,0.04530478206659136,0.35152531653220254,4
0.245,0.04565725726273779,0.352664354280155,4
0.246,0.04601086857461131,0.3537998830415818,4
0.247,0.04636561248408153,0.35493189185198426,4
0.248,0.04672148546208268,0.35606036978186867,4
0.249,0.047078483968648735,0.35718530593685094,4
0.25,0.047436604452948644,0.35830668945776234,4
0.251,0.04779584335332159,0.35942450952075367,4
0.252,0.048156197097312385,0.3605387553374002,4
0.253,0.04851766210170702,0.3616494161548054,4
0.254,0.048880234772568254,0.362756481255705,4
0.255,0.049243911505271354,0.3638599399585701,4
0.256,0.049608688684539895,0.3649597816177101,4
0.257,0.04997456268448168,0.3660559956233757,4
0.258,0.05034152986862481,0.36714857140186086,4
0.259,0.05070958658995375,0.3682374984156048,4
0.26,0.0510787291909456,0.3693227661632942,4
0.261,0.05144895400360647,0.3704043641799632,4
0.262,0.05182025734950774,0.3714822820370953,4
0.263,0.052192635539822806,0.37255650934272333,4
0.264,0.052566084875363614,0.3736270357415302,4
0.265,0.052940601646617375,0.3746938509149476,4
0.266,0.0533161821337834,0.3757569445812566,4
0.267,0.053692822606810096,0.37681630649568576,4
0.268,0.054070519325431915,0.3778719264505106,4
0.269,0.05444926853920653,0.378923794275151,4
0.27,0.05482906648755209,0.37997189983626994,4
0.271,0.055209909399784436,0.3810162330378707,4
0.272,0.05559179349515465,0.38205678382139424,4
0.273,0.05597471498288648,0.3830935421658157,4
0.274,0.05635867006221399,0.3841264980877412,4
0.275,0.056743654922419284,0.3851556416415037,4
0.276,0.05712966574287034,0.38618096291925896,4
0.277,0.05751669869305875,0.3872024520510806,4
0.278,0.057904749932637986,0.3882200992050551,4
0.279,0.05829381561146123,0.3892338945873766,4
0.28,0.058683891869619725,0.3902438284424409,4
0.281,0.05907497483748104,0.3912498910529392,4
0.282,0.05946706063572731,0.39225207273995205,4
0.283,0.0598601453753939,0.3932503638630416,4
0.284,0.060254225157907786,0.39424475482034493,4
0.285,0.06064929607512635,0.39523523604866634,4
0.286,0.061045354209376027,0.3962217980235689,4
0.287,0.06144239563349119,0.39720443125946586,4
0.288,0.061840416410853014,0.3981831263097125,4
0.289,0.062239412595428575,0.3991578737666964,4
0.29,0.06263938023180997,0.400128664261928,4
0.291,0.06304031535525337,0.40109548846613,4
0.292,0.06344221399171841,0.40205833708932803,4
0.293,0.06384507215790766,0.4030172008809392,4
0.294,0.06424888586130591,0.4039720706298605,4
0.295,0.0646536511002198,0.4049229371645582,4
0.296,0.06505936386381753,0.4058697913531554,4
0.297,0.06546602013216844,0.4068126241035194,4
0.298,0.06587361587628297,0.4077514263633497,4
0.299,0.06628214705815251,0.4086861891202637,4
0.3,0.06669160963078936,0.4096169034018844,4
0.301,0.06710199953826684,0.41054356027592576,4
0.302,0.0675133127157595,0.41146615085027866,4
0.303,0.0679255450895832,0.4123846662730957,4
0.304,0.06833869257723571,0.4132990977328768,4
0.305,0.06875275108743685,0.41420943645855285,4
0.306,0.06916771652016918,0.41511567371957053,4
0.307,0.06958358476671848,0.4160178008259758,4
0.308,0.07000035170971455,0.4169158091284966,4
0.309,0.07041801322317177,0.4178096900186263,4
0.31,0.07083656517253009,0.41869943492870626,4
0.311,0.07125600341469589,0.41958503533200714,4
0.312,0.07167632379808296,0.4204664827428117,4
0.313,0.07209752216265364,0.42134376871649487,4
0.314,0.07251959433995991,0.4222168848496055,4
0.315,0.07294253615318465,0.4230858227799459,4
0.316,0.07336634341718301,0.4239505741866531,4
0.317,0.07379101193852375,0.4248111307902772,4
0.318,0.07421653751553074,0.4256674843528613,4
0.319,0.07464291593832449,0.4265196266780201,4
0.32,0.07507014298886394,0.4273675496110185,4
0.321,0.0754982144409879,0.4282112450388493,4
0.322,0.07592712606045708,0.4290507048903107,4
0.323,0.07635687360499588,0.4298859211360838,4
0.324,0.07678745282433427,0.4307168857888089,4
0.325,0.07721885946024996,0.43154359090316236,4
0.326,0.07765108924661032,0.43236602857593215,4
0.327,0.07808413790941472,0.4331841909460933,4
0.328,0.07851800116683674,0.4339980701948831,4
0.329,0.07895267472926633,0.4348076585458757,4
0.33,0.07938815429935246,0.4356129482650564,4
0.331,0.0798244355720455,0.4364139316608954,4
0.332,0.08026151423463955,0.43721060108442145,4
0.333,0.0806993859668155,0.43800294892929437,4
0.334,0.0811380464406833,0.43879096763187764,4
0.335,0.08157749132082495,0.4395746496713113,4
0.336,0.08201771626433732,0.4403539875695828,4
0.337,0.08245871692087496,0.4411289738915986,4
0.338,0.08290048893269315,0.4418996012452549,4
0.339,0.08334302793469096,0.44266586228150856,4
0.34,0.08378632955445432,0.4434277496944464,4
0.341,0.08423038941229925,0.4441852562213554,4
0.342,0.0846752031213151,0.44493837464279135,4
0.343,0.08512076628740788,0.4456870977826482,4
0.344,0.08556707450934364,0.44643141850822565,4
0.345,0.08601412337879193,0.4471713297302976,4
0.346,0.08646190848036937,0.4479068244031794,4
0.347,0.08691042539168327,0.4486378955247946,4
0.348,0.08735966968337515,0.4493645361367424,4
0.349,0.08780963691916462,0.4500867393243623,4
0.35,0.0882603226558931,0.4508044982168014,4
0.351,0.08871172244356773,0.451517805987079,4
0.352,0.08916383182540531,0.4522266558521513,4
0.353,0.08961664633787612,0.4529310410729759,4
0.354,0.09007016151074826,0.4536309549545761,4
0.355,0.0905243728671315,0.4543263908461043,4
0.356,0.0909792759235216,0.4550173421409048,4
0.357,0.09143486618984464,0.4557038022765772,4
0.358,0.09189113916950103,0.4563857647350378,4
0.359,0.09234809035941023,0.4570632230425821,4
0.36,0.09280571525005499,0.4577361707699459,4
0.361,0.09326400932552573,0.4584046015323661,4
0.362,0.09372296806356538,0.4590685089896413,4
0.363,0.09418258693561382,0.4597278868461923,4
0.364,0.0946428614068525,0.4603827288511207,4
0.365,0.09510378693624937,0.4610330287982692,4
0.366,0.09556535897660338,0.4616787805262797,4
0.367,0.0960275729745897,0.4623199779186515,4
0.368,0.09649042437080414,0.4629566149037997,4
0.369,0.09695390859980864,0.4635886854551122,4
0.37,0.09741802109017594,0.4642161835910066,4
0.371,0.09788275726453474,0.4648391033749871,4
0.372,0.0983481125396149,0.4654574389157002,4
0.373,0.0988140823262926,0.4660711843669905,4
0.374,0.0992806620296355,0.466680333927956,4
0.375,0.09974784704894807,0.4672848818430026,4
0.376,0.10021563277781714,0.4678848224018983,4
0.377,0.10068401460415696,0.4684801499398277,4
0.378,0.10115298791025497,0.4690708588374446,4
0.379,0.1016225480728171,0.4696569435209257,4
0.38,0.10209269046301354,0.4702383984620223,4
0.381,0.10256341044652414,0.4708152181781127,4
0.382,0.10303470338358423,0.4713873972322545,4
0.383,0.10350656462903024,0.4719549302332346,4
0.384,0.10397898953234563,0.4725178118356204,4
0.385,0.10445197343770657,0.4730760367398103,4
0.386,0.10492551168402776,0.4736295996920833,4
0.387,0.10539959960500858,0.4741784954846483,4
0.388,0.10587423252917885,0.4747227189556929,4
0.389,0.10634940577994492,0.475262264989432,4
0.39,0.10682511467563581,0.4757971285161559,4
0.391,0.10730135452954914,0.4763273045122777,4
0.392,0.10777812064999752,0.4768527880003801,4
0.393,0.10825540834035459,0.4773735740492628,4
0.394,0.10873321289910141,0.4778896577739878,4
0.395,0.10921152961987252,0.4784010343359256,4
0.396,0.10969035379150259,0.4789076989428006,4
0.397,0.11016968069807268,0.4794096468487351,4
0.398,0.11064950561895656,0.4799068733542949,4
0.399,0.11112982382886738,0.4803993738065321,4
0.4,0.11161063059790408,0.4808871435990291,4
0.401,0.11209192119159796,0.4813701781719415,4
0.402,0.11257369087095939,0.4818484730120402,4
0.403,0.11305593489252433,0.482322023652754,4
0.404,0.11353864850840102,0.4827908256742115,4
0.405,0.1140218269663169,0.483254874703281,4
0.406,0.11450546550966517,0.4837141664136119,4
0.407,0.1149895593775517,0.4841686965256756,4
0.408,0.11547410380484192,0.4846184608068044,4
0.409,0.11595909402220758,0.4850634550712306,4
0.41,0.11644452525617385,0.485503675180126,4
0.411,0.1169303927291662,0.4859391170416401,4
0.412,0.11741669165955736,0.4863697766109375,4
0.413,0.11790341726171448,0.4867956498902365,4
0.414,0.1183905647460462,0.4872167329288448,4
0.415,0.1188781293190497,0.4876330218231968,4
0.416,0.1193661061833578,0.4880445127168891,4
0.417,0.1198544905377864,0.4884512018007172,4
0.418,0.1203432775773814,0.4888530853127091,4
0.419,0.12083246249346626,0.4892501595381612,4
0.42,0.121322040473689,0.4896424208096717,4
0.421,0.1218120067020698,0.4900298655071752,4
0.422,0.12230235635904815,0.4904124900579748,4
0.423,0.12279308462153042,0.4907902909367762,4
0.424,0.12328418666293713,0.491163264665719,4
0.425,0.1237756576532506,0.4915314078144091,4
0.426,0.12426749275906218,0.49189471699995,4
0.427,0.12475968714362,0.4922531888869736,4
0.428,0.12525223596687646,0.4926068201876714,4
0.429,0.12574513438553586,0.4929556076618227,4
0.43,0.12623837755310177,0.4932995481168265,4
0.431,0.1267319606199251,0.493638638407729,4
0.432,0.12722587873325134,0.4939728754372526,4
0.433,0.1277201270372685,0.494302256155824,4
0.434,0.1282147006731549,0.494626777561602,4
0.435,0.1287095947791267,0.4949464367005049,4
0.436,0.12920480449048571,0.4952612306662361,4
0.437,0.12970032493966752,0.4955711566003122,4
0.438,0.13019615125628892,0.4958762116920872,4
0.439,0.13069227856719595,0.4961763931787785,4
0.44,0.1311887019965118,0.4964716983454918,4
0.441,0.13168541666568473,0.4967621245252453,4
0.442,0.13218241769353586,0.4970476690989935,4
0.443,0.1326797001963074,0.4973283294956508,4
0.444,0.13317725928771024,0.4976041031921144,4
0.445,0.13367509007897224,0.497874987713287,4
0.446,0.1341731876788863,0.4981409806320984,4
0.447,0.1346715471938581,0.4984020795695276,4
0.448,0.13517016372795454,0.4986582821946234,4
0.449,0.13566903238295155,0.4989095862245251,4
0.45,0.13616814825838225,0.4991559894244829,4
0.451,0.13666750645158507,0.4993974896078772,4
0.452,0.1371671020577522,0.4996340846362383,4
0.453,0.13766693016997716,0.4998657724192641,4
0.454,0.13816698587930362,0.5000925509148397,4
0.455,0.13866726427477305,0.5003144181290544,4
0.456,0.13916776044347334,0.5005313721162187,4
0.457,0.13966846947058684,0.5007434109788818,4
0.458,0.14016938643943871,0.5009505328678476,4
0.459,0.14067050643154505,0.5011527359821907,4
0.46,0.14117182452666133,0.5013500185692716,4
0.461,0.1416733358028306,0.501542378924752,4
0.462,0.14217503533643186,0.5017298153926087,4
0.463,0.1426769182022283,0.5019123263651483,4
0.464,0.1431789794734158,0.5020899102830199,4
0.465,0.14368121422167113,0.5022625656352288,4
0.466,0.14418361751720032,0.5024302909591487,4
0.467,0.1446861844287871,0.502593084840534,4
0.468,0.1451889100238415,0.5027509459135312,4
0.469,0.14569178936844762,0.5029038728606898,4
0.47,0.14619481752741273,0.503051864412974,4
0.471,0.14669798956431543,0.5031949193497716,4
0.472,0.14720130054155395,0.5033330364989046,4
0.473,0.14770474552039484,0.5034662147366378,4
0.474,0.1482083195610211,0.5035944529876877,4
0.475,0.14871201772258094,0.503717750225232,4
0.476,0.1492158350632362,0.503836105470915,4
0.477,0.14971976664021072,0.5039495177948567,4
0.478,0.15022380750983874,0.5040579863156602,4
0.479,0.15072795272761366,0.5041615102004157,4
0.48,0.1512321973482363,0.5042600886647088,4
0.481,0.1517365364256635,0.5043537209726247,4
0.482,0.1522409650131566,0.504442406436753,4
0.483,0.15274547816332995,0.5045261444181933,4
0.484,0.15325007092819953,0.5046049343265581,4
0.485,0.1537547383592312,0.5046787756199764,4
0.486,0.15425947550738947,0.504747667805098,4
0.487,0.1547642774231859,0.5048116104370943,4
0.488,0.1552691391567277,0.5048706031196617,4
0.489,0.15577405575776615,0.5049246455050226,4
0.49,0.15627902227574528,0.5049737372939266,4
0.491,0.1567840337598502,0.5050178782356519,4
0.492,0.15728908525905594,0.5050570681280042,4
0.493,0.15779417182217542,0.5050913068173175,4
0.494,0.15829928849790878,0.5051205941984529,4
0.495,0.158804430334891,0.5051449302147974,4
0.496,0.1593095923817413,0.5051643148582624,4
0.497,0.15981476968711097,0.5051787481692812,4
0.498,0.1603199572997323,0.5051882302368068,4
0.499,0.16082515026846686,0.505192761198308,4
0.5,0.16133034364235424,0.5051923412397664,4
0.501,0.16183553247066035,0.505186970595673,4
0.502,0.16234071180292603,0.5051766495490215,4
0.503,0.16284587668901554,0.5051613784313056,4
0.504,0.1633510221791651,0.5051411576225123,4
0.505,0.16385614332403112,0.5051159875511161,4
0.506,0.1643612351747392,0.5050858686940721,4
0.507,0.16486629278293202,0.5050508015768104,4
0.508,0.16537131120081827,0.5050107867732272,4
0.509,0.16587628548122071,0.5049658249056777,4
0.51,0.1663812106776251,0.5049159166449679,4
0.511,0.16688608184422815,0.5048610627103451,4
0.512,0.16739089403598628,0.5048012638694893,4
0.513,0.1678956423086639,0.5047365209385025,4
0.514,0.16840032171888197,0.5046668347818999,4
0.515,0.1689049273241662,0.5045922063125977,4
0.516,0.16940945418299552,0.5045126364919027,4
0.517,0.16991389735485055,0.5044281263295007,4
0.518,0.17041825190026194,0.5043386768834435,4
0.519,0.17092251288085863,0.5042442892601376,4
0.52,0.1714266753594162,0.5041449646143299,4
0.521,0.1719307343999054,0.5040407041490949,4
0.522,0.17243468506754012,0.5039315091158202,4
0.523,0.17293852242882618,0.5038173808141923,4
0.524,0.17344224155160895,0.5036983205921814,4
0.525,0.1739458375051223,0.5035743298460263,4
0.526,0.17444930536003647,0.503445410020218,4
0.527,0.1749526401885063,0.5033115626074832,4
0.528,0.1754558370642197,0.5031727891487684,4
0.529,0.1759588910624455,0.5030290912332215,4
0.53,0.17646179726008204,0.5028804704981743,4
0.531,0.176964550735705,0.5027269286291246,4
0.532,0.1774671465696157,0.502568467359717,4
0.533,0.17796957984388928,0.5024050884717234,4
0.534,0.17847184564242266,0.5022367937950247,4
0.535,0.17897393905098274,0.5020635852075884,4
0.536,0.1794758551572546,0.50188546463545,4
0.537,0.17997758905088912,0.5017024340526908,4
0.538,0.1804791358235515,0.5015144954814169,4
0.539,0.18098049056896892,0.5013216509917366,4
0.54,0.18148164838297884,0.501123902701738,4
0.541,0.1819826043635765,0.5009212527774662,4
0.542,0.1824833536109635,0.5007137034329,4
0.543,0.18298389122759487,0.5005012569299278,4
0.544,0.183484212318228,0.5002839155783224,4
0.545,0.18398431198996945,0.5000616817357181,4
0.546,0.1844841853523235,0.4998345578075832,4
0.547,0.18498382751723974,0.4996025462471955,4
0.548,0.1854832335991609,0.4993656495556161,4
0.549,0.18598239871507047,0.4991238702816613,4
0.55,0.18648131798454068,0.4988772110218774,4
0.551,0.1869799865297798,0.4986256744205114,4
0.552,0.18747839947568037,0.4983692631694835,4
0.553,0.1879765519498664,0.4981079800083587,4
0.554,0.18847443908274117,0.4978418277243174,4
0.555,0.1889720560075349,0.497570809152126,4
0.556,0.189469397860352,0.4972949271741066,4
0.557,0.18996645978021906,0.4970141847201076,4
0.558,0.19046323690913197,0.496728584767471,4
0.559,0.19095972439210343,0.4964381303410029,4
0.56,0.19145591737721074,0.4961428245129398,4
0.561,0.19195181101564274,0.4958426704029184,4
0.562,0.19244740046174733,0.4955376711779409,4
0.563,0.1929426808730791,0.4952278300523427,4
0.564,0.19343764741044625,0.4949131502877585,4
0.565,0.19393229523795796,0.4945936351930885,4
0.566,0.1944266195230717,0.494269288124463,4
0.567,0.19492061543664066,0.4939401124852079,4
0.568,0.19541427815296025,0.493606111725809,4
0.569,0.19590760284981587,0.4932672893438762,4
0.57,0.1964005847085298,0.4929236488841068,4
0.571,0.19689321891400816,0.4925751939382481,4
